hhid,gps_latitude,gps_longitude,ibli_date,year,month,ibli_dekad,tlu_loss,tlu_loss_ratio,data_observed,season
1006,2.4,38.200001,2009-09-30,2009,9,3,0.0,0.0,1,LRLD
1006,2.4,38.200001,2009-10-31,2009,10,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2010-01-31,2010,1,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2010-06-30,2010,6,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2010-07-31,2010,7,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2010-08-31,2010,8,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2011-02-28,2011,2,3,0.0,0.0,0,SRSD
1006,2.4,38.200001,2011-03-31,2011,3,3,1.0,inf,1,LRLD
1006,2.4,38.200001,2011-04-30,2011,4,3,2.0,inf,1,LRLD
1006,2.4,38.200001,2011-05-31,2011,5,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
1006,2.4,38.200001,2011-07-31,2011,7,3,1.4000000000000001,inf,1,LRLD
1007,2.6,38.0,2009-09-30,2009,9,3,4.0,1.0,1,LRLD
1007,2.6,38.0,2009-10-31,2009,10,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2010-01-31,2010,1,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2010-06-30,2010,6,3,1.0,0.3333333333333333,1,LRLD
1007,2.6,38.0,2010-07-31,2010,7,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2010-08-31,2010,8,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2011-02-28,2011,2,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2011-03-31,2011,3,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2011-05-31,2011,5,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2011-07-31,2011,7,3,0.0,0.0,0,LRLD
1007,2.6,38.0,2011-08-31,2011,8,3,1.0,0.47619047619047616,1,LRLD
1007,2.6,38.0,2011-09-30,2011,9,3,1.0,0.47619047619047616,1,LRLD
1007,2.6,38.0,2011-10-31,2011,10,3,0.0,0.0,0,SRSD
1007,2.6,38.0,2011-11-30,2011,11,3,2.1,inf,1,SRSD
1008,2.4,38.099998,2009-04-30,2009,4,3,0.1,0.030303030303030307,1,LRLD
1008,2.4,38.099998,2009-05-31,2009,5,3,0.1,0.030303030303030307,1,LRLD
1008,2.4,38.099998,2009-06-30,2009,6,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2009-07-31,2009,7,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2009-08-31,2009,8,3,0.0,0.0,1,LRLD
1008,2.4,38.099998,2009-09-30,2009,9,3,1.0,0.30303030303030304,1,LRLD
1008,2.4,38.099998,2009-10-31,2009,10,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2010-01-31,2010,1,3,1.0,0.4,1,SRSD
1008,2.4,38.099998,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2010-06-30,2010,6,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2010-07-31,2010,7,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2010-08-31,2010,8,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2011-02-28,2011,2,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2011-03-31,2011,3,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2011-05-31,2011,5,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2011-07-31,2011,7,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2011-08-31,2011,8,3,1.0,0.14925373134328357,1,LRLD
1008,2.4,38.099998,2011-09-30,2011,9,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2011-10-31,2011,10,3,0.5,0.02873563218390805,1,SRSD
1008,2.4,38.099998,2011-11-30,2011,11,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2011-12-31,2011,12,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2012-01-31,2012,1,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2012-02-29,2012,2,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2012-03-31,2012,3,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2012-04-30,2012,4,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2012-05-31,2012,5,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2012-06-30,2012,6,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2012-07-31,2012,7,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2012-08-31,2012,8,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2012-09-30,2012,9,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2012-10-31,2012,10,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2012-11-30,2012,11,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2012-12-31,2012,12,3,1.0,0.14285714285714285,1,SRSD
1008,2.4,38.099998,2013-01-31,2013,1,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2013-02-28,2013,2,3,0.0,0.0,0,SRSD
1008,2.4,38.099998,2013-03-31,2013,3,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2013-04-30,2013,4,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2013-05-31,2013,5,3,0.0,0.0,0,LRLD
1008,2.4,38.099998,2013-06-30,2013,6,3,0.30000000000000004,0.042857142857142864,1,LRLD
1008,2.4,38.099998,2013-07-31,2013,7,3,0.30000000000000004,0.042857142857142864,1,LRLD
1009,2.4,38.099998,2009-07-31,2009,7,3,21.0,2.763157894736842,1,LRLD
1009,2.4,38.099998,2009-08-31,2009,8,3,5.8,0.763157894736842,1,LRLD
1009,2.4,38.099998,2009-09-30,2009,9,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2009-10-31,2009,10,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2010-01-31,2010,1,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2010-06-30,2010,6,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2010-07-31,2010,7,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2010-08-31,2010,8,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2011-02-28,2011,2,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2011-03-31,2011,3,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2011-05-31,2011,5,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2011-07-31,2011,7,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2011-08-31,2011,8,3,4.0,0.7407407407407407,1,LRLD
1009,2.4,38.099998,2011-09-30,2011,9,3,1.8,0.3333333333333333,1,LRLD
1009,2.4,38.099998,2011-10-31,2011,10,3,0.9,0.08823529411764706,1,SRSD
1009,2.4,38.099998,2011-11-30,2011,11,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2011-12-31,2011,12,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2012-01-31,2012,1,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2012-02-29,2012,2,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2012-03-31,2012,3,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2012-04-30,2012,4,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2012-05-31,2012,5,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2012-06-30,2012,6,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2012-07-31,2012,7,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2012-08-31,2012,8,3,0.2,0.019607843137254905,1,LRLD
1009,2.4,38.099998,2012-09-30,2012,9,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2012-10-31,2012,10,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2012-11-30,2012,11,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2012-12-31,2012,12,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2013-01-31,2013,1,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2013-02-28,2013,2,3,0.0,0.0,0,SRSD
1009,2.4,38.099998,2013-03-31,2013,3,3,1.2000000000000002,0.14117647058823532,1,LRLD
1009,2.4,38.099998,2013-04-30,2013,4,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2013-05-31,2013,5,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2013-06-30,2013,6,3,0.0,0.0,0,LRLD
1009,2.4,38.099998,2013-07-31,2013,7,3,1.0,0.11764705882352941,1,LRLD
1010,2.4,38.200001,2009-09-30,2009,9,3,24.0,12.63157894736842,1,LRLD
1012,2.4,38.200001,2009-06-30,2009,6,3,1.0,inf,1,LRLD
1012,2.4,38.200001,2009-07-31,2009,7,3,2.0,inf,1,LRLD
1012,2.4,38.200001,2009-08-31,2009,8,3,0.5,inf,1,LRLD
1013,2.4,38.200001,2009-04-30,2009,4,3,2.0,2.857142857142857,1,LRLD
1013,2.4,38.200001,2009-05-31,2009,5,3,3.0,4.285714285714286,1,LRLD
1013,2.4,38.200001,2009-06-30,2009,6,3,0.5,0.7142857142857143,1,LRLD
1013,2.4,38.200001,2009-07-31,2009,7,3,1.2000000000000002,1.7142857142857146,1,LRLD
1013,2.4,38.200001,2011-08-31,2011,8,3,0.30000000000000004,0.6000000000000001,1,LRLD
1013,2.4,38.200001,2011-09-30,2011,9,3,0.0,0.0,0,LRLD
1013,2.4,38.200001,2011-10-31,2011,10,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2011-11-30,2011,11,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2011-12-31,2011,12,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2012-01-31,2012,1,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2012-02-29,2012,2,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2012-03-31,2012,3,3,0.0,0.0,0,LRLD
1013,2.4,38.200001,2012-04-30,2012,4,3,0.0,0.0,0,LRLD
1013,2.4,38.200001,2012-05-31,2012,5,3,0.0,0.0,0,LRLD
1013,2.4,38.200001,2012-06-30,2012,6,3,0.0,0.0,0,LRLD
1013,2.4,38.200001,2012-07-31,2012,7,3,0.0,0.0,0,LRLD
1013,2.4,38.200001,2012-08-31,2012,8,3,0.0,0.0,0,LRLD
1013,2.4,38.200001,2012-09-30,2012,9,3,0.0,0.0,0,LRLD
1013,2.4,38.200001,2012-10-31,2012,10,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2012-11-30,2012,11,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2012-12-31,2012,12,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2013-01-31,2013,1,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2013-02-28,2013,2,3,0.0,0.0,0,SRSD
1013,2.4,38.200001,2013-03-31,2013,3,3,0.7000000000000001,0.1590909090909091,1,LRLD
1013,2.4,38.200001,2015-07-31,2015,7,3,0.0,0.0,1,LRLD
1013,2.4,38.200001,2019-03-31,2019,3,3,0.1,0.16666666666666666,1,LRLD
1014,2.4,38.200001,2009-07-31,2009,7,3,1.0,1.0,1,LRLD
1014,2.4,38.200001,2009-08-31,2009,8,3,1.0,1.0,1,LRLD
1014,2.4,38.200001,2009-09-30,2009,9,3,1.0,1.0,1,LRLD
1014,2.4,38.200001,2013-01-31,2013,1,3,2.0,0.625,1,SRSD
1014,2.4,38.200001,2013-02-28,2013,2,3,0.0,0.0,0,SRSD
1014,2.4,38.200001,2013-03-31,2013,3,3,0.0,0.0,0,LRLD
1014,2.4,38.200001,2013-04-30,2013,4,3,0.0,0.0,0,LRLD
1014,2.4,38.200001,2013-05-31,2013,5,3,0.0,0.0,0,LRLD
