hhid,round,comment,lossevent,year,month,livestock_type_raw,cause_raw,s6q22b,cause_detail,location,s6q24a,quantity,cause_category,livestock_type_std,tlu_rate,tlu_loss,season
1009,4,0.0,1,2012,8, Goat/Sheep,Predation,,Base camp,2,,2.0,Predation,Shoats,0.1,0.2,LRLD
1009,5,0.0,1,2013,7,Cattle,Accident/Poisoned,,Base camp,1,,1.0,Other,Cattle,1.0,1.0,LRLD
1009,5,0.0,2,2013,3, Goat/Sheep,Raiding/Rustling/Conflict,,Base camp,12,,12.0,Conflict,Shoats,0.1,1.2000000000000002,LRLD
1010,1,,1,2009,9,Cattle,Starvation/Drought,,Satellite camp,24,,24.0,Drought,Cattle,1.0,24.0,LRLD
1010,3,0.0,1,.a,.a, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1.0,Drought,Shoats,0.1,0.1,Unknown
1012,1,,2,2009,7,Cattle,Starvation/Drought,,Base camp,3,,2.0,Drought,Cattle,1.0,2.0,LRLD
1012,1,,1,2009,6,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1012,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,7,,5.0,Drought,Shoats,0.1,0.5,LRLD
1013,1,,2,2009,5,Cattle,Starvation/Drought,,Satellite camp,3,,3.0,Drought,Cattle,1.0,3.0,LRLD
1013,1,,3,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5.0,Drought,Shoats,0.1,0.5,LRLD
1013,1,,4,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,12.0,Drought,Shoats,0.1,1.2000000000000002,LRLD
1013,1,,1,2009,4,Cattle,Starvation/Drought,,Satellite camp,2,,2.0,Drought,Cattle,1.0,2.0,LRLD
1013,3,0.0,1,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,3,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
1013,5,0.0,1,2013,3, Goat/Sheep,Raiding/Rustling/Conflict,,Base camp,7,,7.0,Conflict,Shoats,0.1,0.7000000000000001,LRLD
1013,6,0.0,1,2015,7, Goat/Sheep,Starvation/Drought,,Base camp,1,,0.0,Drought,Shoats,0.1,0.0,LRLD
1013,7,,1,2019,3,Goat,Predation,,,4,1.0,1.0,Predation,Goats,0.1,0.1,LRLD
1014,1,,3,2009,9,Cattle,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1014,1,,1,2009,7,Cattle,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1014,1,,2,2009,8,Cattle,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1014,5,0.0,1,2013,1,Cattle, Disease,,Satellite camp,1,,1.0,Disease,Cattle,1.0,1.0,SRSD
1014,5,0.0,2,2013,1,Cattle,-97,HERDER SOLD IT WITHOUT OWNERS CONSENT,Base camp,1,,1.0,Other,Cattle,1.0,1.0,SRSD
1014,6,0.0,1,2014,11, Goat/Sheep, Disease,,Base camp,1,,1.0,Disease,Shoats,0.1,0.1,SRSD
1014,6,0.0,2,2015,1, Goat/Sheep, Disease,,Base camp,2,,1.0,Disease,Shoats,0.1,0.1,SRSD
1015,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,5,,5.0,Drought,Shoats,0.1,0.5,LRLD
1015,1,,3,2009,8,Cattle,Starvation/Drought,,Base camp,5,,5.0,Drought,Cattle,1.0,5.0,LRLD
1015,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,5,,5.0,Drought,Shoats,0.1,0.5,LRLD
1015,1,,1,2009,7,Cattle,Starvation/Drought,,Base camp,10,,10.0,Drought,Cattle,1.0,10.0,LRLD
1015,7,,2,2020,11,Cattle,Raiding/Rustling/Conflict,,,2,2.0,1.0,Conflict,Cattle,1.0,1.0,SRSD
1015,7,,1,2020,11,Cattle,Predation,,,2,2.0,1.0,Predation,Cattle,1.0,1.0,SRSD
1016,1,,2,2009,8,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1016,1,,1,2009,7,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1016,7,,1,2020,8,Goat,Accident/Poisoned,,,2,1.0,1.0,Other,Goats,0.1,0.1,LRLD
1017,1,,2,2009,9,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1017,1,,1,2009,8,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1018,1,,4,2009,8,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1018,1,,2,2009,7,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1018,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,2,,2.0,Drought,Shoats,0.1,0.2,LRLD
1018,1,,1,2009,6,Cattle,Starvation/Drought,,Base camp,2,,2.0,Drought,Cattle,1.0,2.0,LRLD
1018,2,,1,2009,12,Cattle,Starvation/Drought,,Base camp,3,,2.0,Drought,Cattle,1.0,2.0,SRSD
1018,4,0.0,1,2011,12,Cattle, Disease,,Base camp,5,,5.0,Disease,Cattle,1.0,5.0,SRSD
1019,1,,1,2009,4,Cattle,Starvation/Drought,,Base camp,2,,2.0,Drought,Cattle,1.0,2.0,LRLD
1019,5,0.0,1,2013,1,Cattle, Disease,,Base camp,1,,1.0,Disease,Cattle,1.0,1.0,SRSD
1019,7,,1,2020,12, Sheep, Disease,,,1,1.0,1.0,Disease,Sheep,0.1,0.1,SRSD
1020,1,,2,2009,9,Cattle, Disease,,Base camp,2,,2.0,Disease,Cattle,1.0,2.0,LRLD
1020,1,,1,2008,10,Cattle,Raiding/Rustling/Conflict,,Base camp,6,,6.0,Conflict,Cattle,1.0,6.0,SRSD
1020,2,,1,2010,4, Goat/Sheep, Disease,,Base camp,1,,1.0,Disease,Shoats,0.1,0.1,LRLD
1020,3,0.0,1,2011,7,Cattle,Starvation/Drought,,Base camp,2,,2.0,Drought,Cattle,1.0,2.0,LRLD
1021,1,,2,2009,9,Cattle,Starvation/Drought,,Satellite camp,5,,4.0,Drought,Cattle,1.0,4.0,LRLD
1021,1,,1,2009,7,Cattle,Starvation/Drought,,Satellite camp,4,,4.0,Drought,Cattle,1.0,4.0,LRLD
1021,2,,1,2009,12,Cattle,Starvation/Drought,,Base camp,5,,5.0,Drought,Cattle,1.0,5.0,SRSD
1021,3,0.0,1,2011,8,Cattle,Starvation/Drought,,Base camp,2,,2.0,Drought,Cattle,1.0,2.0,LRLD
1021,3,0.0,2,2011,9,Cattle,Starvation/Drought,,Base camp,3,,3.0,Drought,Cattle,1.0,3.0,LRLD
1021,5,0.0,1,2012,12,Cattle, Disease,,Base camp,1,,1.0,Disease,Cattle,1.0,1.0,SRSD
1021,6,0.0,3,2015,8,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1021,6,0.0,2,2015,6,Cattle, Disease,,Base camp,1,,1.0,Disease,Cattle,1.0,1.0,LRLD
1021,6,0.0,1,2014,10,Cattle,Predation,,Base camp,1,,1.0,Predation,Cattle,1.0,1.0,SRSD
1022,1,,2,2009,9,Cattle,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1022,1,,1,2009,8,Cattle,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1022,4,0.0,1,2011,10,Camel,Accident/Poisoned,,Satellite camp,3,,3.0,Other,Camels,1.3,3.9000000000000004,SRSD
1022,5,0.0,1,2012,10,Cattle,Starvation/Drought,,Base camp,2,,2.0,Drought,Cattle,1.0,2.0,SRSD
1022,7,,9,2020,10, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,SRSD
1022,7,,8,2020,10, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,SRSD
1022,7,,1,2020,8,Camel, Disease,,,3,3.0,1.0,Disease,Camels,1.3,1.3,LRLD
1022,7,,2,2020,10,Camel, Disease,,,3,3.0,1.0,Disease,Camels,1.3,1.3,SRSD
1022,7,,7,2020,10, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,SRSD
1022,7,,3,2020,6, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,LRLD
1022,7,,3,2020,10,Camel, Disease,,,3,3.0,1.0,Disease,Camels,1.3,1.3,SRSD
1022,7,,6,2020,10, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,SRSD
1022,7,,4,2020,6, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,LRLD
1022,7,,1,2019,2,Cattle,Starvation/Drought,,,1,1.0,1.0,Drought,Cattle,1.0,1.0,SRSD
1022,7,,2,2020,6, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,LRLD
1022,7,,10,2020,10, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,SRSD
1022,7,,1,2020,6, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,LRLD
1022,7,,5,2020,6, Sheep, Disease,,,10,10.0,1.0,Disease,Sheep,0.1,0.1,LRLD
1023,1,,3,2009,9, Goat/Sheep,Predation,,Base camp,2,,2.0,Predation,Shoats,0.1,0.2,LRLD
1023,1,,1,2009,8,Cattle,Starvation/Drought,,Base camp,7,,4.0,Drought,Cattle,1.0,4.0,LRLD
1023,1,,4,2009,9, Goat/Sheep,Raiding/Rustling/Conflict,,Base camp,4,,3.0,Conflict,Shoats,0.1,0.30000000000000004,LRLD
1023,1,,2,2009,9,Cattle,Starvation/Drought,,Base camp,8,,4.0,Drought,Cattle,1.0,4.0,LRLD
1023,3,0.0,4,2011,9,Cattle,Starvation/Drought,,Base camp,3,,3.0,Drought,Cattle,1.0,3.0,LRLD
1023,3,0.0,1,2011,4,Cattle, Disease,,Base camp,2,,2.0,Disease,Cattle,1.0,2.0,LRLD
1023,3,0.0,2,2011,6,Cattle,Starvation/Drought,,Satellite camp,3,,0.0,Drought,Cattle,1.0,0.0,LRLD
1023,3,0.0,3,2011,6,Cattle,Starvation/Drought,,Base camp,3,,0.0,Drought,Cattle,1.0,0.0,LRLD
1023,5,0.0,1,2012,11,Cattle, Rain,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,SRSD
1024,1,,1,2009,8,Cattle,Starvation/Drought,,Base camp,6,,6.0,Drought,Cattle,1.0,6.0,LRLD
1024,1,,2,2009,9, Goat/Sheep,Raiding/Rustling/Conflict,,Base camp,26,,15.0,Conflict,Shoats,0.1,1.5,LRLD
1024,2,,2,2010,8, Goat/Sheep, Disease,,Base camp,3,,3.0,Disease,Shoats,0.1,0.30000000000000004,LRLD
1024,2,,1,2010,6, Goat/Sheep, Disease,,Base camp,3,,3.0,Disease,Shoats,0.1,0.30000000000000004,LRLD
1024,3,0.0,1,2011,5,Cattle,Accident/Poisoned,,Base camp,2,,2.0,Other,Cattle,1.0,2.0,LRLD
1024,3,0.0,2,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,1,,1.0,Drought,Shoats,0.1,0.1,LRLD
1024,4,0.0,1,2011,12,Cattle, Disease,,Base camp,1,,1.0,Disease,Cattle,1.0,1.0,SRSD
1024,5,0.0,3,2013,9, Goat/Sheep, Disease,,Base camp,3,,2.0,Disease,Shoats,0.1,0.2,LRLD
1024,5,0.0,2,2013,4, Goat/Sheep, Disease,,Satellite camp,4,,4.0,Disease,Shoats,0.1,0.4,LRLD
1024,5,0.0,1,2013,3, Goat/Sheep, Disease,,Satellite camp,2,,2.0,Disease,Shoats,0.1,0.2,LRLD
1024,7,,1,2019,1,Cattle,Raiding/Rustling/Conflict,,,10,1.0,1.0,Conflict,Cattle,1.0,1.0,SRSD
1024,7,,1,2019,1,Goat,Raiding/Rustling/Conflict,,,50,1.0,1.0,Conflict,Goats,0.1,0.1,SRSD
1025,1,,3,2009,8,Cattle,Starvation/Drought,,Satellite camp,16,,8.0,Drought,Cattle,1.0,8.0,LRLD
1025,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,30,,22.0,Drought,Shoats,0.1,2.2,LRLD
1025,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,25,,20.0,Drought,Shoats,0.1,2.0,LRLD
1025,1,,1,2009,7,Cattle,Starvation/Drought,,Satellite camp,11,,9.0,Drought,Cattle,1.0,9.0,LRLD
1025,3,0.0,2,2011,8, Goat/Sheep,Starvation/Drought,,Base camp,2,,2.0,Drought,Shoats,0.1,0.2,LRLD
1025,3,0.0,1,2011,7,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1025,4,0.0,1,2011,10, Goat/Sheep,Predation,,Base camp,2,,2.0,Predation,Shoats,0.1,0.2,SRSD
1025,5,0.0,1,2013,9,Cattle, Disease,,Base camp,1,,1.0,Disease,Cattle,1.0,1.0,LRLD
1025,5,0.0,2,2013,7,Cattle,Accident/Poisoned,,Base camp,1,,1.0,Other,Cattle,1.0,1.0,LRLD
1025,6,0.0,3,2014,11, Goat/Sheep, Disease,,Base camp,1,,1.0,Disease,Shoats,0.1,0.1,SRSD
1025,6,0.0,2,2015,3, Goat/Sheep, Disease,,Base camp,2,,2.0,Disease,Shoats,0.1,0.2,LRLD
1025,6,0.0,1,2015,9, Goat/Sheep, Rain,,Base camp,1,,1.0,Drought,Shoats,0.1,0.1,LRLD
1026,1,,2,2009,7,Cattle,Starvation/Drought,,Satellite camp,1,,0.0,Drought,Cattle,1.0,0.0,LRLD
1026,1,,1,2009,7,Cattle,Starvation/Drought,,Base camp,2,,2.0,Drought,Cattle,1.0,2.0,LRLD
1026,2,,1,2009,12,Cattle,Starvation/Drought,,Base camp,5,,2.0,Drought,Cattle,1.0,2.0,SRSD
1026,5,0.0,1,2013,7, Goat/Sheep, Disease,,Base camp,1,,1.0,Disease,Shoats,0.1,0.1,LRLD
1026,7,,1,2020,7,Cattle,Predation,,,1,1.0,1.0,Predation,Cattle,1.0,1.0,LRLD
1027,1,,1,2009,7,Cattle,Starvation/Drought,,Satellite camp,2,,1.0,Drought,Cattle,1.0,1.0,LRLD
1027,1,,2,2009,8,Cattle,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
1027,1,,3,2009,10,Cattle,Starvation/Drought,,Satellite camp,2,,1.0,Drought,Cattle,1.0,1.0,SRSD
1027,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Base camp,4,,4.0,Drought,Shoats,0.1,0.4,SRSD
1027,3,0.0,2,2011,4, Goat/Sheep,Starvation/Drought,,Base camp,1,,1.0,Drought,Shoats,0.1,0.1,LRLD
1027,3,0.0,1,2011,2,Cattle,Raiding/Rustling/Conflict,,Satellite camp,2,,2.0,Conflict,Cattle,1.0,2.0,SRSD
1027,4,0.0,1,2011,10, Goat/Sheep, Disease,,Base camp,2,,2.0,Disease,Shoats,0.1,0.2,SRSD
1027,5,0.0,1,2012,12, Goat/Sheep,Starvation/Drought,,Base camp,1,,1.0,Drought,Shoats,0.1,0.1,SRSD
1029,1,,8,2009,9,Cattle,Starvation/Drought,,Satellite camp,3,,3.0,Drought,Cattle,1.0,3.0,LRLD
1029,1,,1,2009,3, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5.0,Drought,Shoats,0.1,0.5,LRLD
1029,1,,7,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
1029,1,,2,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,9.0,Drought,Shoats,0.1,0.9,LRLD
1029,1,,3,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,12.0,Drought,Shoats,0.1,1.2000000000000002,LRLD
1029,1,,6,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,20,,20.0,Drought,Shoats,0.1,2.0,LRLD
1029,1,,5,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5.0,Drought,Shoats,0.1,0.5,LRLD
1029,1,,4,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
1029,2,,1,2010,1,Cattle, Disease,,Satellite camp,1,,1.0,Disease,Cattle,1.0,1.0,SRSD
1029,3,0.0,2,2011,4, Goat/Sheep, Disease,,Satellite camp,30,,20.0,Disease,Shoats,0.1,2.0,LRLD
1029,3,0.0,1,2011,4,Cattle,Starvation/Drought,,Satellite camp,2,,2.0,Drought,Cattle,1.0,2.0,LRLD
1029,3,0.0,3,2011,5, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
1029,3,0.0,4,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,5.0,Drought,Shoats,0.1,0.5,LRLD
1029,3,0.0,5,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
1029,7,,2,2020,7, Sheep,Predation,,,6,4.0,1.0,Predation,Sheep,0.1,0.1,LRLD
1029,7,,2,2020,7,Goat,Predation,,,5,3.0,1.0,Predation,Goats,0.1,0.1,LRLD
1029,7,,1,2020,6,Cattle, Disease,,,2,2.0,1.0,Disease,Cattle,1.0,1.0,LRLD
1029,7,,3,2020,9, Sheep,Just lost,,,6,4.0,1.0,Other,Sheep,0.1,0.1,LRLD
1029,7,,1,2020,5,Goat, Disease,,,5,3.0,1.0,Disease,Goats,0.1,0.1,LRLD
1029,7,,4,2020,11, Sheep, Disease,,,6,4.0,1.0,Disease,Sheep,0.1,0.1,SRSD
1029,7,,1,2020,7, Sheep, Disease,,,6,4.0,1.0,Disease,Sheep,0.1,0.1,LRLD
1029,7,,3,2020,7,Goat,Just lost,,,5,3.0,1.0,Other,Goats,0.1,0.1,LRLD
1029,7,,2,2020,8,Cattle,Accident/Poisoned,,,2,2.0,1.0,Other,Cattle,1.0,1.0,LRLD
1031,1,,1,2009,5,Cattle,Starvation/Drought,,Satellite camp,11,,2.0,Drought,Cattle,1.0,2.0,LRLD
1031,1,,2,2009,6,Cattle,Starvation/Drought,,Satellite camp,9,,4.0,Drought,Cattle,1.0,4.0,LRLD
1031,2,,1,2009,10,Cattle, Rain,,Satellite camp,12,,11.0,Drought,Cattle,1.0,11.0,SRSD
1031,2,,3,2010,8, Goat/Sheep, Disease,,Satellite camp,4,,0.0,Disease,Shoats,0.1,0.0,LRLD
1031,2,,2,2009,11,Cattle, Rain,,Satellite camp,5,,5.0,Drought,Cattle,1.0,5.0,SRSD
1031,3,0.0,1,2011,2,Cattle,Starvation/Drought,,Base camp,1,,1.0,Drought,Cattle,1.0,1.0,SRSD
1031,3,0.0,5,2011,8, Goat/Sheep, Disease,,Satellite camp,5,,4.0,Disease,Shoats,0.1,0.4,LRLD
1031,3,0.0,4,2011,8,Cattle, Disease,,Satellite camp,4,,2.0,Disease,Cattle,1.0,2.0,LRLD
1031,3,0.0,2,2011,4,Cattle,Starvation/Drought,,Base camp,2,,2.0,Drought,Cattle,1.0,2.0,LRLD
1031,3,0.0,3,2011,9,Cattle,Starvation/Drought,,Satellite camp,3,,0.0,Drought,Cattle,1.0,0.0,LRLD
1031,5,0.0,2,2013,2, Goat/Sheep,Just lost,,Base camp,1,,0.0,Other,Shoats,0.1,0.0,SRSD
